Index         Status  Sats  RTC-date  RTC-time  FIX-date      FIX-time   Delta(s)     Latitude    Longitude  Altitude(m)    HDOP        eRes  Temperature(C)  Voltage(V)
 4361          Valid   8/8  25/05/27  03:20:06  25/05/27  03:20:06.664      0.664     40.53931    141.55796        46.54     1.1         1.0            38.0        3.95
 4362          Valid   7/7  25/05/27  03:25:06  25/05/27  03:25:06.660      0.660     40.53931    141.55795        37.01     2.1         1.8            37.5        3.95
 4363          Valid   7/7  25/05/27  03:30:06  25/05/27  03:30:06.656      0.656     40.53932    141.55796        41.70     1.4         0.8            38.5        3.95
 4364          Valid   7/7  25/05/27  03:35:06  25/05/27  03:35:06.666      0.666     40.53931    141.55794        42.38     1.3         1.0            40.0        3.95
 4365          Valid   6/6  25/05/27  03:40:06  25/05/27  03:40:06.663      0.663     40.53931    141.55796        43.38     2.4         0.6            40.0        3.95
 4366          Valid   6/6  25/05/27  03:45:06  25/05/27  03:45:06.655      0.655     40.53928    141.55787        32.09     2.2         0.8            41.0        3.95
 4367          Valid   6/6  25/05/27  03:50:06  25/05/27  03:50:06.661      0.661     40.53927    141.55790        32.95     2.0         0.4            41.0        3.95
 4368          Valid   6/6  25/05/27  03:55:10  25/05/27  03:55:10.663      0.663     40.53930    141.55793        39.08     1.9         1.2            42.5        3.95
 4369          Valid   6/6  25/05/27  04:00:07  25/05/27  04:00:07.659      0.659     40.53929    141.55798        39.00     1.6         0.8            42.0        3.95
 4370          Valid   7/7  25/05/27  04:05:06  25/05/27  04:05:06.669      0.669     40.53932    141.55796        36.70     1.4         1.0            41.0        3.95
 4371          Valid   8/8  25/05/27  04:10:06  25/05/27  04:10:06.663      0.663     40.53927    141.55795        38.07     1.4         1.4            40.5        3.95
 4372          Valid   7/7  25/05/27  04:15:06  25/05/27  04:15:06.661      0.661     40.53930    141.55792        38.66     1.5         0.6            40.0        3.95
 4373          Valid   7/7  25/05/27  04:20:06  25/05/27  04:20:06.665      0.665     40.53931    141.55797        44.62     1.6         0.5            39.5        3.95
 4374          Valid   8/8  25/05/27  04:25:06  25/05/27  04:25:06.664      0.664     40.53937    141.55799        49.72     1.3         1.7            39.5        3.95
 4375          Valid   6/6  25/05/27  04:30:06  25/05/27  04:30:06.664      0.664     40.53930    141.55799        47.98     1.6         1.2            39.0        3.95
 4376          Valid   7/7  25/05/27  04:35:06  25/05/27  04:35:06.666      0.666     40.53932    141.55793        36.05     1.4         1.0            40.0        3.95
 4377          Valid   6/6  25/05/27  04:40:06  25/05/27  04:40:06.666      0.666     40.53929    141.55795        35.89     1.7         0.5            41.0        3.95
 4378          Valid   6/6  25/05/27  04:45:06  25/05/27  04:45:06.668      0.668     40.53931    141.55799        35.89     1.7         0.2            41.5        3.95
 4379          Valid   6/6  25/05/27  04:50:06  25/05/27  04:50:06.677      0.677     40.53930    141.55802        37.52     1.7         1.0            41.0        3.95
 4380          Valid   7/7  25/05/27  04:55:06  25/05/27  04:55:06.662      0.662     40.53936    141.55796        35.81     1.5         1.1            40.0        3.95
 4381          Valid   6/6  25/05/27  05:00:06  25/05/27  05:00:06.663      0.663     40.53933    141.55797        42.97     1.6         0.7            39.0        3.95
 4382          Valid   7/7  25/05/27  05:05:06  25/05/27  05:05:06.673      0.673     40.53929    141.55801        40.46     1.4         0.7            39.5        3.95
 4383          Valid   8/8  25/05/27  05:10:06  25/05/27  05:10:06.656      0.656     40.53934    141.55794        46.92     1.0         0.8            38.0        3.95
 4384          Valid   8/8  25/05/27  05:15:06  25/05/27  05:15:06.659      0.659     40.53935    141.55793        45.23     1.1         1.3            37.5        3.95
 4385          Valid   7/7  25/05/27  05:20:06  25/05/27  05:20:06.662      0.662     40.53934    141.55793        44.93     1.1         0.8            37.0        3.95
 4386          Valid   7/7  25/05/27  05:25:06  25/05/27  05:25:06.661      0.661     40.53933    141.55795        43.65     1.3         0.3            34.5        3.95
 4387          Valid   7/7  25/05/27  05:30:06  25/05/27  05:30:06.670      0.670     40.53833    141.55850        43.20     1.5         1.5            26.0        3.95
 4388          Valid   7/8  25/05/27  05:35:06  25/05/27  05:35:06.662      0.662     40.53930    141.55791        49.61     2.4         0.4            30.0        3.95
 4389          Valid   7/7  25/05/27  05:40:06  25/05/27  05:40:06.668      0.668     40.53933    141.55796        45.10     1.1         0.7            30.0        3.95
 4390          Valid   7/7  25/05/27  05:45:06  25/05/27  05:45:06.663      0.663     40.53935    141.55793        43.78     1.3         2.4            31.5        3.95
 4391          Valid   8/8  25/05/27  05:50:09  25/05/27  05:50:09.674      0.674     40.53684    141.54413        45.12     1.5         1.5            29.5        3.95
 4392          Valid   8/8  25/05/27  05:55:06  25/05/27  05:55:06.675      0.675     40.53640    141.50152       126.07     0.9         1.4            27.0        3.95
 4393          Valid   8/8  25/05/27  06:00:06  25/05/27  06:00:06.654      0.654     40.52632    141.46932       134.77     0.9         0.9            28.0        3.95
 4394          Valid   8/8  25/05/27  06:05:06  25/05/27  06:05:06.662      0.662     40.53368    141.45135       119.98     1.4         2.5            30.0        3.95
 4395          Valid   8/8  25/05/27  06:10:06  25/05/27  06:10:06.675      0.675     40.55725    141.44847       136.83     1.2         1.4            29.0        3.95
 4396          Valid   8/8  25/05/27  06:15:06  25/05/27  06:15:06.652      0.652     40.57434    141.44798        41.25     1.1         1.7            31.5        3.95
 4397          Valid   8/8  25/05/27  06:20:06  25/05/27  06:20:06.651      0.651     40.57436    141.44797        40.45     1.0         0.7            34.0        3.95
 4398          Valid   8/8  25/05/27  06:25:06  25/05/27  06:25:06.652      0.652     40.57366    141.44865        41.84     1.1         0.4            35.0        3.95
 4399          Valid   8/8  25/05/27  06:30:06  25/05/27  06:30:06.651      0.651     40.57371    141.44870        42.50     1.3         1.5            31.0        3.95
 4400          Valid   8/8  25/05/27  06:35:06  25/05/27  06:35:06.646      0.646     40.57338    141.44851        42.62     1.0         1.2            32.5        3.95
 4401          Valid   7/7  25/05/27  06:40:06  25/05/27  06:40:06.649      0.649     40.57337    141.44870        42.45     1.7         1.3            34.5        3.95
 4402          Valid   8/8  25/05/27  06:45:06  25/05/27  06:45:06.649      0.649     40.57331    141.44832        44.66     1.4         1.0            35.5        3.95
 4403          Valid   8/8  25/05/27  06:50:06  25/05/27  06:50:06.647      0.647     40.57336    141.44854        45.07     1.2         1.2            36.0        3.95
 4404          Valid   8/8  25/05/27  06:55:06  25/05/27  06:55:06.654      0.654     40.57337    141.44862        48.83     1.4         1.7            36.5        3.95
 4405          Valid   7/7  25/05/27  07:00:06  25/05/27  07:00:06.645      0.645     40.57330    141.44859        42.09     1.6         0.7            36.5        3.95
 4406          Valid   7/7  25/05/27  07:05:06  25/05/27  07:05:06.640      0.640     40.57331    141.44855        41.56     1.6         0.6            35.5        3.95
 4407          Valid   8/8  25/05/27  07:10:06  25/05/27  07:10:06.640      0.640     40.57337    141.44877        41.43     1.3         1.3            36.0        3.95
 4408          Valid   8/8  25/05/27  07:15:06  25/05/27  07:15:06.643      0.643     40.57602    141.45628        54.86     1.1         1.7            30.0        3.95
 4409          Valid   8/8  25/05/27  07:20:06  25/05/27  07:20:06.644      0.644     40.57749    141.47566        75.10     1.2         1.0            27.5        3.95
 4410          Valid   8/8  25/05/27  07:25:06  25/05/27  07:25:06.639      0.639     40.56202    141.49931        41.00     1.1         0.7            25.5        3.95
 4411          Valid   7/7  25/05/27  07:30:07  25/05/27  07:30:07.637      0.637     40.55783    141.52860        33.40     1.2         0.8            26.0        3.95
 4412          Valid   8/8  25/05/27  07:35:06  25/05/27  07:35:06.636      0.636     40.54416    141.55203        35.39     1.1         0.9            26.0        3.95
 4413          Valid   7/7  25/05/27  07:40:06  25/05/27  07:40:06.637      0.637     40.53932    141.55791        40.42     1.3         1.7            29.5        3.95
 4414          Valid   8/8  25/05/27  07:45:06  25/05/27  07:45:06.637      0.637     40.53932    141.55791        41.53     1.2         0.4            32.0        3.95
 4415          Valid   6/6  25/05/27  07:50:09  25/05/27  07:50:09.631      0.631     40.53928    141.55785        39.37     2.1         0.7            34.5        3.95
 4416          Valid   6/6  25/05/27  07:55:09  25/05/27  07:55:09.628      0.628     40.53928    141.55782        40.94     2.0         0.7            36.0        3.95
 4417          Valid   5/5  25/05/27  08:00:10  25/05/27  08:00:10.636      0.636     40.53927    141.55789        41.03     2.0         0.5            36.5        3.95
 4418          Valid   7/7  25/05/27  08:05:12  25/05/27  08:05:12.998      0.998     40.53929    141.55791        42.67     1.4         1.0            37.0        3.95
 4419          Valid   7/7  25/05/27  08:10:06  25/05/27  08:10:06.628      0.628     40.53932    141.55787        42.12     1.3         0.5            35.0        3.95
 4420          Valid   7/7  25/05/27  08:15:06  25/05/27  08:15:06.629      0.629     40.53931    141.55789        43.76     1.3         1.3            34.5        3.95
 4421          Valid   7/7  25/05/27  08:20:06  25/05/27  08:20:06.631      0.631     40.53930    141.55784        37.54     2.0         0.5            34.0        3.95
 4422          Valid   7/7  25/05/27  08:25:09  25/05/27  08:25:09.628      0.628     40.53929    141.55793        41.53     1.3         0.9            35.0        3.95
 4423          Valid   7/7  25/05/27  08:30:06  25/05/27  08:30:06.636      0.636     40.53931    141.55790        42.21     2.2         1.4            34.0        3.95
 4424          Valid   8/8  25/05/27  08:35:06  25/05/27  08:35:06.626      0.626     40.53931    141.55790        38.46     2.2         1.3            34.0        3.95
 4425          Valid   8/8  25/05/27  08:40:06  25/05/27  08:40:06.629      0.629     40.53930    141.55788        42.23     2.3         1.6            33.5        3.95
 4426          Valid   7/7  25/05/27  08:45:06  25/05/27  08:45:06.629      0.629     40.53931    141.55796        45.71     1.3         2.5            33.0        3.95
 4427          Valid   8/8  25/05/27  08:50:06  25/05/27  08:50:06.622      0.622     40.53931    141.55795        44.96     1.5         1.3            31.5        3.95
 4428          Valid   7/7  25/05/27  08:55:06  25/05/27  08:55:06.622      0.622     40.53934    141.55793        46.90     1.9         0.5            30.5        3.95
 4429          Valid   8/8  25/05/27  09:00:06  25/05/27  09:00:06.617      0.617     40.53930    141.55798        43.02     1.5         1.8            30.0        3.95
 4430          Valid   6/6  25/05/27  09:05:06  25/05/27  09:05:06.631      0.631     40.53914    141.55804        61.58     4.0         0.7            29.5        3.95
 4431          Valid   6/8  25/05/27  09:10:06  25/05/27  09:10:06.613      0.613     40.53934    141.55787        46.14     3.7         0.8            29.5        3.95
 4432          Valid   7/7  25/05/27  09:15:07  25/05/27  09:15:07.625      0.625     40.54470    141.56350        34.07     1.9         1.0            24.5        3.95
 4433          Valid   8/8  25/05/27  09:20:06  25/05/27  09:20:06.622      0.622     40.54449    141.56139        41.20     1.6         0.8            24.5        3.95
 4434          Valid   7/7  25/05/27  09:25:06  25/05/27  09:25:06.607      0.607     40.53938    141.55789        38.72     1.8         1.4            24.5        3.95
 4435          Valid   8/8  25/05/27  09:30:06  25/05/27  09:30:06.623      0.623     40.53931    141.55791        44.44     1.7         1.0            27.5        3.95
 4436          Valid   7/7  25/05/27  09:35:06  25/05/27  09:35:06.623      0.623     40.53928    141.55792        48.39     1.8         0.6            28.0        3.95
 4437          Valid   8/8  25/05/27  09:40:06  25/05/27  09:40:06.612      0.612     40.53933    141.55790        47.24     1.2         1.1            28.0        3.95
 4438          Valid   8/8  25/05/27  09:45:06  25/05/27  09:45:06.608      0.608     40.53933    141.55787        43.89     1.6         1.3            27.5        3.95
 4439          Valid   8/8  25/05/27  09:50:06  25/05/27  09:50:06.608      0.608     40.53930    141.55790        54.02     1.1         0.7            28.5        3.95
 4440          Valid   8/8  25/05/27  09:55:06  25/05/27  09:55:06.607      0.607     40.53934    141.55785        43.02     1.5         1.4            28.0        3.95
 4441          Valid   7/7  25/05/27  10:00:06  25/05/27  10:00:06.609      0.609     40.53930    141.55787        43.43     2.5         0.7            27.5        3.95
 4442          Valid   8/8  25/05/27  10:05:06  25/05/27  10:05:06.612      0.612     40.53932    141.55790        46.28     1.2         0.7            28.5        3.95
 4443          Valid   8/8  25/05/27  10:10:06  25/05/27  10:10:06.609      0.609     40.53931    141.55797        46.17     1.2         0.9            29.5        3.95
 4444          Valid   8/8  25/05/27  10:15:06  25/05/27  10:15:06.608      0.608     40.53931    141.55798        46.51     1.2         0.6            29.5        3.95
 4445          Valid   6/6  25/05/27  10:20:06  25/05/27  10:20:06.599      0.599     40.53930    141.55794        40.33     1.5         1.3            30.0        3.95
 4446          Valid   8/8  25/05/27  10:25:06  25/05/27  10:25:06.606      0.606     40.53931    141.55798        51.28     1.1         1.2            31.0        3.95
 4447          Valid   7/7  25/05/27  10:30:06  25/05/27  10:30:06.601      0.601     40.53933    141.55794        53.37     1.3         1.2            31.5        3.95
 4448          Valid   7/7  25/05/27  10:35:06  25/05/27  10:35:06.599      0.599     40.53933    141.55796        48.01     1.4         0.6            31.0        3.95
 4449          Valid   8/8  25/05/27  10:40:06  25/05/27  10:40:06.598      0.598     40.53930    141.55791        51.36     1.2         1.9            31.0        3.95
 4450          Valid   8/8  25/05/27  10:45:06  25/05/27  10:45:06.601      0.601     40.53931    141.55794        49.88     1.1         1.1            31.5        3.95
 4451          Valid   8/8  25/05/27  10:50:06  25/05/27  10:50:06.596      0.596     40.54311    141.56144        70.85     1.5         2.2            28.5        3.95
 4452          Valid   7/8  25/05/27  10:55:06  25/05/27  10:55:06.588      0.588     40.56860    141.57675        47.15     1.3         0.9            24.0        3.95
 4453          Valid   6/7  25/05/27  11:00:06  25/05/27  11:00:06.598      0.598     40.58744    141.59174        39.41     2.5         0.6            24.0        3.95
 4454          Valid   8/8  25/05/27  11:05:06  25/05/27  11:05:06.591      0.591     40.60621    141.61340        37.72     2.6         0.6            23.5        3.95
 4455          Valid   8/8  25/05/27  11:10:06  25/05/27  11:10:06.588      0.588     40.62837    141.63062        37.87     1.7         0.8            24.0        3.95
 4456          Valid   7/8  25/05/27  11:15:06  25/05/27  11:15:06.594      0.594     40.65338    141.64625        36.44     1.7         1.0            23.5        3.95
 4457          Valid   8/8  25/05/27  11:20:06  25/05/27  11:20:06.591      0.591     40.67567    141.66580        42.25     0.9         0.7            23.0        3.95
 4458          Valid   7/7  25/05/27  11:25:06  25/05/27  11:25:06.582      0.582     40.69831    141.68633        43.05     1.2         0.7            23.5        3.95
 4459          Valid   7/7  25/05/27  11:30:07  25/05/27  11:30:07.578      0.578     40.71345    141.71138        38.81     3.2         0.4            24.0        3.95
 4460          Valid   8/8  25/05/27  11:35:06  25/05/27  11:35:06.588      0.588     40.73050    141.73608        40.34     1.0         0.3            24.0        3.95
 4461          Valid   7/7  25/05/27  11:40:06  25/05/27  11:40:06.596      0.596     40.73725    141.74291        40.51     2.4         0.9            21.5        3.95
 4462          Valid   8/8  25/05/27  11:45:06  25/05/27  11:45:06.588      0.588     40.73890    141.74836        40.10     2.1         0.8            19.5        3.95
 4463          Valid   8/8  25/05/27  11:50:06  25/05/27  11:50:06.589      0.589     40.73889    141.75328        38.32     1.3         0.6            19.0        3.90
 4464          Valid   7/8  25/05/27  11:55:06  25/05/27  11:55:06.588      0.588     40.74184    141.75415        38.52     2.9         0.9            19.0        3.90
 4465          Valid   7/8  25/05/27  12:00:08  25/05/27  12:00:08.585      0.585     40.74465    141.76054        34.18     4.5         0.5            20.0        3.90
 4466          Valid   8/8  25/05/27  12:05:10  25/05/27  12:05:10.588      0.588     40.74506    141.76741        36.30     3.3         0.4            19.5        3.90
 4467          Valid   8/8  25/05/27  12:10:06  25/05/27  12:10:06.585      0.585     40.74501    141.76480        39.44     1.3         0.8            19.5        3.95
 4468          Valid   7/7  25/05/27  12:15:12  25/05/27  12:15:13.007      1.007     40.74301    141.76254        37.35     1.0         0.5            22.5        3.90
 4469          Valid   5/7  25/05/27  12:20:06  25/05/27  12:20:06.584      0.584     40.74028    141.76805        42.12     1.3         1.0            19.0        3.90
 4470          Valid   8/8  25/05/27  12:25:06  25/05/27  12:25:06.584      0.584     40.74065    141.76532        39.24     1.7         1.1            20.5        3.90
 4471          Valid   5/7  25/05/27  12:30:08  25/05/27  12:30:08.587      0.587     40.73602    141.76484        49.97     1.7         0.6            21.0        3.90
 4472          Valid   8/8  25/05/27  12:35:06  25/05/27  12:35:06.583      0.583     40.72137    141.73505        48.17     1.0         1.6            21.0        3.90
 4473          Valid   5/7  25/05/27  12:40:06  25/05/27  12:40:06.584      0.584     40.70277    141.71914        48.48     1.5         0.2            21.0        3.90
 4474          Valid   6/8  25/05/27  12:45:06  25/05/27  12:45:06.579      0.579     40.68472    141.70758        41.69     1.1         0.5            21.5        3.90
 4475          Valid   6/8  25/05/27  12:50:06  25/05/27  12:50:06.577      0.577     40.66649    141.69102        46.03     1.8         0.7            22.0        3.90
 4476          Valid   7/8  25/05/27  12:55:06  25/05/27  12:55:06.583      0.583     40.64875    141.67513        40.91     1.6         0.5            21.5        3.90
 4477          Valid   6/8  25/05/27  13:00:06  25/05/27  13:00:06.582      0.582     40.63017    141.65810        46.62     2.1         2.2            22.0        3.90
 4478          Valid   4/8  25/05/27  13:05:06  25/05/27  13:05:06.579      0.579     40.61336    141.65238        46.91     2.3         0.2            22.0        3.90
 4479          Valid   4/8  25/05/27  13:10:06  25/05/27  13:10:06.579      0.579     40.59503    141.63745        48.05     2.2         0.0            22.0        3.90
 4480          Valid   8/8  25/05/27  13:15:06  25/05/27  13:15:06.578      0.578     40.57332    141.62672        42.35     1.0         0.5            21.5        3.90
 4481          Valid   8/8  25/05/27  13:20:06  25/05/27  13:20:06.582      0.582     40.55834    141.60297        43.47     1.1         0.9            21.5        3.90
 4482          Valid   4/7  25/05/27  13:25:12  25/05/27  13:25:13.022      1.022     40.54880    141.57427        44.02    16.4         0.2            23.5        3.90
 4483          Valid   7/7  25/05/27  13:30:06  25/05/27  13:30:06.565      0.565     40.53933    141.55787        33.25     1.3         3.8            22.5        3.90
 4484          Valid   7/7  25/05/27  13:35:06  25/05/27  13:35:06.567      0.567     40.53930    141.55790        48.62     1.2         0.8            26.0        3.90
 4485          Valid   6/7  25/05/27  13:40:11  25/05/27  13:40:11.573      0.573     40.53933    141.55789        73.28     1.3        -2.7            28.5        3.90
 4486          Valid   7/7  25/05/27  13:45:06  25/05/27  13:45:06.561      0.561     40.53930    141.55792        47.26     1.2         0.7            28.5        3.90
 4487          Valid   7/7  25/05/27  13:50:06  25/05/27  13:50:06.561      0.561     40.53932    141.55787        48.88     1.3         0.9            28.5        3.90
 4488          Valid   7/7  25/05/27  13:55:06  25/05/27  13:55:06.560      0.560     40.53930    141.55790        59.82     1.3         0.8            28.5        3.90
 4489          Valid   7/7  25/05/27  14:00:06  25/05/27  14:00:06.558      0.558     40.53930    141.55795        54.19     1.3         1.1            29.5        3.90
 4490          Valid   8/8  25/05/27  14:05:07  25/05/27  14:05:07.559      0.559     40.53929    141.55795        50.92     1.3         1.4            30.0        3.90
 4491          Valid   7/7  25/05/27  14:10:06  25/05/27  14:10:06.558      0.558     40.53932    141.55797        51.66     1.4         1.7            30.0        3.90
 4492          Valid   7/7  25/05/27  14:15:06  25/05/27  14:15:06.556      0.556     40.53930    141.55794        47.14     1.5         1.3            30.5        3.90
 4493          Valid   6/6  25/05/27  14:20:06  25/05/27  14:20:06.559      0.559     40.53926    141.55798        48.79     1.9         0.6            30.5        3.90
 4494          Valid   7/7  25/05/27  14:25:06  25/05/27  14:25:06.557      0.557     40.53929    141.55796        47.13     1.7         1.1            30.5        3.90
 4495          Valid   6/6  25/05/27  14:30:06  25/05/27  14:30:06.555      0.555     40.53932    141.55791        48.25     2.1         0.5            31.0        3.90
 4496          Valid   6/6  25/05/27  14:35:06  25/05/27  14:35:06.554      0.554     40.53931    141.55794        50.81     2.3         0.6            31.0        3.90
 4497          Valid   7/7  25/05/27  14:40:06  25/05/27  14:40:06.557      0.557     40.53929    141.55794        46.86     1.2         0.7            31.0        3.90
 4498          Valid   6/6  25/05/27  14:45:06  25/05/27  14:45:06.554      0.554     40.53931    141.55792        46.82     2.6         0.3            31.5        3.90
 4499          Valid   6/6  25/05/27  14:50:06  25/05/27  14:50:06.549      0.549     40.53930    141.55792        50.66     2.7         0.5            31.5        3.90
 4500          Valid   6/6  25/05/27  14:55:06  25/05/27  14:55:06.546      0.546     40.53937    141.55788        48.96     2.7         0.8            32.0        3.90
 4501          Valid   7/7  25/05/27  15:00:06  25/05/27  15:00:06.552      0.552     40.53928    141.55793        50.38     1.2         0.9            31.5        3.90
 4502          Valid   6/6  25/05/27  15:05:06  25/05/27  15:05:06.552      0.552     40.53931    141.55790        49.31     1.2         0.9            31.5        3.90
 4503          Valid   6/6  25/05/27  15:10:06  25/05/27  15:10:06.553      0.553     40.53929    141.55790        49.30     1.3         1.4            31.5        3.90
 4504          Valid   6/6  25/05/27  15:15:06  25/05/27  15:15:06.555      0.555     40.53936    141.55793        45.14     4.9         0.4            31.5        3.90
 4505          Valid   6/6  25/05/27  15:20:06  25/05/27  15:20:06.546      0.546     40.53932    141.55788        44.58     4.2         0.4            31.5        3.90
 4506          Valid   6/6  25/05/27  15:25:06  25/05/27  15:25:06.543      0.543     40.53934    141.55786        44.84     3.6         0.1            31.5        3.90
 4507          Valid   7/7  25/05/27  15:30:06  25/05/27  15:30:06.551      0.551     40.53936    141.55797        46.05     3.1         0.6            31.5        3.90
 4508          Valid   6/6  25/05/27  15:35:06  25/05/27  15:35:06.537      0.537     40.53928    141.55794        47.27     3.1         0.8            31.5        3.90
 4509          Valid   6/6  25/05/27  15:40:06  25/05/27  15:40:06.539      0.539     40.53931    141.55792        46.02     2.7         0.6            31.5        3.90
 4510          Valid   7/7  25/05/27  15:45:06  25/05/27  15:45:06.542      0.542     40.53932    141.55796        50.70     2.2         1.4            31.5        3.90
 4511          Valid   5/5  25/05/27  15:50:10  25/05/27  15:50:10.536      0.536     40.53931    141.55792        49.61     2.3         0.9            32.5        3.90
 4512          Valid   6/6  25/05/27  15:55:10  25/05/27  15:55:10.537      0.537     40.53930    141.55793        46.83     2.0         1.1            33.0        3.90
 4513          Valid   6/6  25/05/27  16:00:07  25/05/27  16:00:07.537      0.537     40.53930    141.55795        46.06     1.8         0.6            32.0        3.90
 4514          Valid   7/7  25/05/27  16:05:06  25/05/27  16:05:06.537      0.537     40.53929    141.55796        42.54     1.5         0.7            31.5        3.90
 4515          Valid   8/8  25/05/27  16:10:06  25/05/27  16:10:06.530      0.530     40.54644    141.56634        53.46     1.4         2.0            25.5        3.90
 4516          Valid   8/8  25/05/27  16:15:06  25/05/27  16:15:06.529      0.529     40.56214    141.57261        45.36     1.1         1.3            22.5        3.90
 4517          Valid   5/5  25/05/27  16:20:12  25/05/27  16:20:13.003      1.003     40.57471    141.57169        39.40     2.0         0.8            25.0        3.90
 4518          Valid   6/8  25/05/27  16:25:08  25/05/27  16:25:08.541      0.541     40.57624    141.57102        42.54     1.4         0.8            25.5        3.90
 4519          Valid   4/4  25/05/27  16:30:13  25/05/27  16:30:13.353      0.353     40.57429    141.57199        42.54     9.1         0.4            29.0        3.90
 4520          Valid   7/7  25/05/27  16:35:06  25/05/27  16:35:06.530      0.530     40.57570    141.56813        41.81     1.3         1.5            22.5        3.90
 4521          Valid   6/6  25/05/27  16:40:10  25/05/27  16:40:10.524      0.524     40.57573    141.57062        42.50     1.5         0.2            24.5        3.90
 4522          Valid   7/7  25/05/27  16:45:09  25/05/27  16:45:09.516      0.516     40.57586    141.57043        37.19     1.3         1.0            28.5        3.90
 4523          Valid   3/3  25/05/27  16:50:13  25/05/27  16:50:13.400      0.400     40.57470    141.57105        37.19     5.5         0.2            27.5        3.90
 4524          Valid   4/4  25/05/27  16:55:12  25/05/27  16:55:13.004      1.004     40.57473    141.57067        37.19     2.6         0.0            31.5        3.90
 4525          Valid   5/5  25/05/27  17:00:12  25/05/27  17:00:12.386      0.386     40.57463    141.57160       327.64     2.8         0.8            32.5        3.90
 4526          Valid   5/6  25/05/27  17:05:10  25/05/27  17:05:10.497      0.497     40.57440    141.57028        77.06     2.1        -1.7            32.5        3.90
 4527          Valid   7/7  25/05/27  17:10:12  25/05/27  17:10:12.996      0.996     40.57459    141.57032        75.00     2.1         0.8            24.5        3.90
 4528          Valid   7/7  25/05/27  17:15:07  25/05/27  17:15:07.517      0.517     40.57590    141.57031        53.95     1.3         2.6            27.0        3.90
 4529          Valid   7/7  25/05/27  17:20:08  25/05/27  17:20:08.517      0.517     40.57572    141.57026        51.97     1.4         1.2            30.0        3.90
 4530          Valid   7/7  25/05/27  17:25:06  25/05/27  17:25:06.517      0.517     40.57483    141.57020        55.10     1.2         1.2            22.5        3.90
 4531          Valid   6/6  25/05/27  17:30:07  25/05/27  17:30:07.509      0.509     40.57465    141.57183        43.88     3.2         0.5            22.0        3.90
 4532          Valid   7/7  25/05/27  17:35:06  25/05/27  17:35:06.518      0.518     40.56966    141.56753        37.50     3.0         0.9            24.5        3.90
 4533          Valid   7/7  25/05/27  17:40:06  25/05/27  17:40:06.506      0.506     40.55679    141.55580        51.22     1.1         0.6            22.0        3.90
 4534          Valid   8/8  25/05/27  17:45:06  25/05/27  17:45:06.510      0.510     40.53930    141.55792        48.55     1.1         1.0            21.5        3.90
 4535          Valid   8/8  25/05/27  17:50:06  25/05/27  17:50:06.515      0.515     40.53930    141.55792        50.20     1.1         0.5            26.5        3.90
 4536          Valid   7/7  25/05/27  17:55:06  25/05/27  17:55:06.518      0.518     40.53929    141.55795        46.90     2.9         0.9            29.0        3.90
 4537          Valid   7/7  25/05/27  18:00:07  25/05/27  18:00:07.514      0.514     40.53933    141.55792        43.80     1.2         0.9            29.5        3.90
 4538          Valid   8/8  25/05/27  18:05:06  25/05/27  18:05:06.509      0.509     40.53931    141.55785        53.07     2.6         2.0            30.0        3.90
 4539          Valid   6/8  25/05/27  18:10:06  25/05/27  18:10:06.483      0.483     40.54421    141.56653        93.55     2.9         1.7            26.0        3.90
 4540          Valid   7/8  25/05/27  18:15:07  25/05/27  18:15:07.491      0.491     40.55377    141.59807        51.73     2.5         0.8            22.5        3.90
 4541          Valid   8/8  25/05/27  18:20:06  25/05/27  18:20:06.506      0.506     40.55985    141.62566        51.33     1.0         1.1            21.5        3.90
 4542          Valid   7/7  25/05/27  18:25:06  25/05/27  18:25:06.513      0.513     40.56628    141.63641        40.97     1.7         0.9            22.5        3.90
 4543          Valid   8/8  25/05/27  18:30:06  25/05/27  18:30:06.504      0.504     40.56719    141.63586        40.53     1.4         0.9            26.5        3.90
 4544          Valid   7/7  25/05/27  18:35:06  25/05/27  18:35:06.500      0.500     40.56892    141.65579        50.70     1.7         1.0            22.5        3.90
 4545          Valid   7/7  25/05/27  18:40:06  25/05/27  18:40:06.504      0.504     40.57956    141.67945        47.49     1.3         0.7            21.5        3.90
 4546          Valid   7/7  25/05/27  18:45:12  25/05/27  18:45:13.003      1.003     40.59638    141.69690        48.59     1.3         1.3            22.5        3.90
 4547          Valid   6/6  25/05/27  18:50:06  25/05/27  18:50:06.516      0.516     40.59990    141.69457        47.72     3.0         0.6            21.0        3.90
 4548          Valid   8/8  25/05/27  18:55:09  25/05/27  18:55:09.505      0.505     40.60912    141.69247        57.77     1.1         1.9            22.0        3.90
 4549          Valid   7/7  25/05/27  19:00:06  25/05/27  19:00:06.505      0.505     40.60513    141.70868        48.33     1.4         1.0            21.0        3.90
 4550          Valid   8/8  25/05/27  19:05:06  25/05/27  19:05:06.506      0.506     40.60975    141.71049        33.96     1.0         1.2            21.0        3.90
 4551          Valid   8/8  25/05/27  19:10:07  25/05/27  19:10:07.500      0.500     40.61241    141.71605        40.66     1.2         1.3            20.5        3.90
 4552          Valid   7/7  25/05/27  19:15:06  25/05/27  19:15:06.500      0.500     40.62481    141.71789        46.50     1.7         0.7            20.5        3.90
 4553          Valid   8/8  25/05/27  19:20:06  25/05/27  19:20:06.498      0.498     40.60886    141.69151        46.03     1.1         1.5            20.5        3.90
