Index         Status  Sats  RTC-date  RTC-time  FIX-date      FIX-time   Delta(s)     Latitude    Longitude  Altitude(m)    HDOP        eRes  Temperature(C)  Voltage(V)
 1291          Valid   8/8  25/05/16  11:30:07  25/05/16  11:30:10.815      3.815     40.55332    141.55430        42.19     1.5         0.7            31.0        3.90
 1292          Valid   8/8  25/05/16  11:35:06  25/05/16  11:35:09.817      3.817     40.55370    141.55388        41.07     1.5         0.4            31.0        3.90
 1293          Valid   7/7  25/05/16  11:40:07  25/05/16  11:40:10.819      3.819     40.55279    141.55409        41.33     1.7         0.6            30.5        3.90
 1294          Valid   8/8  25/05/16  11:45:06  25/05/16  11:45:09.829      3.829     40.55294    141.55442        41.23     1.5         0.8            30.5        3.90
 1295          Valid   8/8  25/05/16  11:50:06  25/05/16  11:50:09.836      3.836     40.55314    141.55486        41.52     1.3         0.6            31.5        3.90
 1296          Valid   8/8  25/05/16  11:55:06  25/05/16  11:55:09.838      3.838     40.55318    141.55515        43.30     1.1         1.2            32.0        3.90
 1297          Valid   7/7  25/05/16  12:00:07  25/05/16  12:00:10.844      3.844     40.55331    141.55558        42.96     1.5         0.3            32.5        3.90
 1298          Valid   7/7  25/05/16  12:05:06  25/05/16  12:05:09.845      3.845     40.55323    141.55597        41.78     1.5         0.5            31.5        3.90
 1299          Valid   8/8  25/05/16  12:10:06  25/05/16  12:10:09.852      3.852     40.55274    141.55681        42.20     1.5         0.8            31.5        3.90
 1300          Valid   8/8  25/05/16  12:15:06  25/05/16  12:15:09.863      3.863     40.55215    141.55700        35.42     1.5         0.6            32.0        3.90
 1301          Valid   8/8  25/05/16  12:20:06  25/05/16  12:20:09.865      3.865     40.55198    141.55675        41.84     1.0         1.0            32.5        3.90
 1302          Valid   8/8  25/05/16  12:25:06  25/05/16  12:25:09.870      3.870     40.55210    141.55686        41.44     0.9         0.9            32.5        3.90
 1303          Valid   7/7  25/05/16  12:30:06  25/05/16  12:30:09.870      3.870     40.55130    141.55656        40.59     0.9         0.3            32.5        3.90
 1304          Valid   6/6  25/05/16  12:35:06  25/05/16  12:35:09.881      3.881     40.54845    141.55483        35.23     1.8         1.6            30.0        3.90
 1305          Valid   8/8  25/05/16  12:40:06  25/05/16  12:40:09.882      3.882     40.54845    141.55511        37.00     1.0         1.3            30.5        3.90
 1306          Valid   8/8  25/05/16  12:45:07  25/05/16  12:45:10.889      3.889     40.54857    141.55530        38.85     1.0         0.7            31.5        3.90
 1307          Valid   7/7  25/05/16  12:50:06  25/05/16  12:50:09.893      3.893     40.54868    141.55556        39.57     1.5         0.7            31.5        3.90
 1308          Valid   7/7  25/05/16  12:55:06  25/05/16  12:55:09.895      3.895     40.54886    141.55589        42.45     1.3         1.2            32.0        3.90
 1309          Valid   7/7  25/05/16  13:00:07  25/05/16  13:00:10.904      3.904     40.54896    141.55632        41.63     2.1         0.8            32.5        3.90
 1310          Valid   7/7  25/05/16  13:05:06  25/05/16  13:05:09.906      3.906     40.54896    141.55670        40.62     1.8         0.5            32.0        3.90
 1311          Valid   8/8  25/05/16  13:10:07  25/05/16  13:10:10.913      3.913     40.55015    141.56109        38.64     1.0         1.0            28.0        3.90
 1312          Valid   7/7  25/05/16  13:15:07  25/05/16  13:15:10.916      3.916     40.55022    141.56999        39.04     1.1         0.7            27.0        3.90
 1313          Valid   8/8  25/05/16  13:20:06  25/05/16  13:20:09.923      3.923     40.55111    141.57173        39.65     1.1         0.8            28.5        3.90
 1314          Valid   7/7  25/05/16  13:25:07  25/05/16  13:25:10.925      3.925     40.55147    141.57316        40.19     1.6         0.5            30.5        3.90
 1315          Valid   8/8  25/05/16  13:30:06  25/05/16  13:30:09.934      3.934     40.55128    141.57483        41.24     1.5         1.4            31.0        3.90
 1316          Valid   8/8  25/05/16  13:35:11  25/05/16  13:35:14.932      3.932     40.55108    141.57626        35.92     1.5         1.8            32.5        3.90
 1317          Valid   8/8  25/05/16  13:40:11  25/05/16  13:40:14.944      3.944     40.55141    141.57772        44.36     1.6         0.5            32.5        3.90
 1318          Valid   6/6  25/05/16  13:45:07  25/05/16  13:45:10.947      3.947     40.54508    141.58893        43.60     1.7         0.6            29.0        3.90
 1319          Valid   6/6  25/05/16  13:50:07  25/05/16  13:50:10.952      3.952     40.54457    141.59002        43.79     1.5         0.6            30.5        3.90
 1320          Valid   6/6  25/05/16  13:55:06  25/05/16  13:55:09.954      3.954     40.54398    141.59134        42.55     1.5         0.6            31.5        3.90
 1321          Valid   7/7  25/05/16  14:00:06  25/05/16  14:00:09.959      3.959     40.54332    141.59255        42.67     1.4         0.6            32.0        3.90
 1322          Valid   7/7  25/05/16  14:05:07  25/05/16  14:05:10.968      3.968     40.54272    141.59368        44.23     1.1         0.5            32.5        3.90
 1323          Valid   7/7  25/05/16  14:10:06  25/05/16  14:10:09.969      3.969     40.54112    141.59483        43.04     1.3         0.5            31.5        3.90
 1324          Valid   7/7  25/05/16  14:15:06  25/05/16  14:15:09.977      3.977     40.54045    141.59596        41.17     1.2         0.9            32.5        3.90
 1325          Valid   7/7  25/05/16  14:20:08  25/05/16  14:20:11.982      3.982     40.53992    141.59700        40.66     1.4         0.3            33.5        3.90
 1326          Valid   8/8  25/05/16  14:25:08  25/05/16  14:25:11.983      3.983     40.53936    141.59805        42.47     1.1         0.9            33.5        3.90
 1327          Valid   7/7  25/05/16  14:30:06  25/05/16  14:30:09.991      3.991     40.53879    141.59908        43.64     1.2         1.1            33.5        3.90
 1328          Valid   8/8  25/05/16  14:35:08  25/05/16  14:35:11.997      3.997     40.53815    141.60018        43.46     1.2         1.1            34.5        3.90
 1329          Valid   7/7  25/05/16  14:40:06  25/05/16  14:40:10.001      4.001     40.53747    141.60132        44.40     1.3         0.3            33.5        3.90
 1330          Valid   8/8  25/05/16  14:45:06  25/05/16  14:45:10.004      4.004     40.53674    141.60246        42.47     1.3         0.8            34.0        3.90
 1331          Valid   8/8  25/05/16  14:50:07  25/05/16  14:50:11.011      4.011     40.53602    141.60354        44.65     1.3         1.0            34.5        3.90
 1332          Valid   7/7  25/05/16  14:55:06  25/05/16  14:55:10.020      4.020     40.53574    141.60359        42.98     1.5         0.8            32.5        3.90
 1333          Valid   8/8  25/05/16  15:00:07  25/05/16  15:00:11.015      4.015     40.53500    141.60463        42.64     1.4         1.2            33.5        3.90
 1334          Valid   8/8  25/05/16  15:05:06  25/05/16  15:05:10.026      4.026     40.53420    141.60568        41.83     1.4         0.7            33.0        3.90
 1335          Valid   8/8  25/05/16  15:10:06  25/05/16  15:10:10.026      4.026     40.53358    141.60645        47.08     1.2         0.5            33.0        3.90
 1336          Valid   8/8  25/05/16  15:15:07  25/05/16  15:15:11.039      4.039     40.53509    141.59934        39.62     1.8         0.6            29.5        3.90
 1337          Valid   8/8  25/05/16  15:20:06  25/05/16  15:20:10.040      4.040     40.53417    141.59638        43.24     1.2         0.7            29.0        3.90
 1338          Valid   8/8  25/05/16  15:25:06  25/05/16  15:25:10.041      4.041     40.53321    141.59698        43.96     1.2         0.9            30.0        3.90
 1339          Valid   8/8  25/05/16  15:30:06  25/05/16  15:30:10.045      4.045     40.53226    141.59738        41.11     1.1         1.0            31.0        3.90
 1340          Valid   8/8  25/05/16  15:35:06  25/05/16  15:35:10.052      4.052     40.53124    141.59790        42.66     1.1         0.7            31.5        3.90
 1341          Valid   7/7  25/05/16  15:40:07  25/05/16  15:40:11.062      4.062     40.53026    141.59842        43.48     1.2         0.8            32.0        3.90
 1342          Valid   7/7  25/05/16  15:45:06  25/05/16  15:45:10.067      4.067     40.52903    141.59862        43.67     1.2         1.6            32.5        3.90
 1343          Valid   5/7  25/05/16  15:50:06  25/05/16  15:50:10.059      4.059     40.53161    141.59600        49.59     3.7         1.1            31.0        3.90
 1344          Valid   6/6  25/05/16  15:55:06  25/05/16  15:55:10.075      4.075     40.53312    141.59508        39.79     1.2         0.6            30.5        3.90
 1345          Valid   7/7  25/05/16  16:00:10  25/05/16  16:00:14.070      4.070     40.53213    141.59583        39.38     1.2         0.5            33.0        3.90
 1346          Valid   7/7  25/05/16  16:05:12  25/05/16  16:05:16.597      4.597     40.53116    141.59610        40.12     4.1         0.3            34.5        3.90
 1347          Valid   8/8  25/05/16  16:10:10  25/05/16  16:10:14.085      4.085     40.54174    141.58993        39.74     0.9         1.7            30.0        3.90
 1348          Valid   8/8  25/05/16  16:15:06  25/05/16  16:15:10.093      4.093     40.54660    141.58257        37.38     1.0         1.3            25.5        3.90
 1349          Valid   7/7  25/05/16  16:20:11  25/05/16  16:20:15.609      4.609     40.54869    141.56854        38.78     2.7         0.5            26.5        3.90
 1350          Valid   7/7  25/05/16  16:25:06  25/05/16  16:25:10.096      4.096     40.54926    141.56900        39.90     1.0         0.8            27.5        3.90
 1351          Valid   8/8  25/05/16  16:30:07  25/05/16  16:30:11.109      4.109     40.54983    141.56901        42.44     1.0         0.6            29.5        3.90
 1352          Valid   8/8  25/05/16  16:35:06  25/05/16  16:35:10.113      4.113     40.55037    141.56910        40.48     1.0         0.5            30.0        3.90
 1353          Valid   7/7  25/05/16  16:40:06  25/05/16  16:40:10.118      4.118     40.55071    141.56908        40.13     1.0         1.1            30.0        3.90
 1354          Valid   7/7  25/05/16  16:45:07  25/05/16  16:45:11.119      4.119     40.55111    141.56909        42.00     1.0         1.1            30.0        3.90
 1355          Valid   6/6  25/05/16  16:50:06  25/05/16  16:50:10.129      4.129     40.55130    141.56891        38.79     3.4         0.6            30.0        3.90
 1356          Valid   7/7  25/05/16  16:55:11  25/05/16  16:55:15.133      4.133     40.53853    141.55503        42.43     1.6         0.5            27.5        3.90
 1357          Valid   8/8  25/05/16  17:00:06  25/05/16  17:00:10.135      4.135     40.53857    141.55503        42.24     1.3         0.8            29.0        3.90
 1358          Valid   7/7  25/05/16  17:05:07  25/05/16  17:05:11.136      4.136     40.53858    141.55508        40.96     1.4         0.5            31.0        3.90
 1359          Valid   8/8  25/05/16  17:10:06  25/05/16  17:10:10.148      4.148     40.53861    141.55513        45.79     1.2         2.7            31.0        3.90
 1360          Valid   8/8  25/05/16  17:15:06  25/05/16  17:15:10.152      4.152     40.53858    141.55507        45.35     1.4         1.0            31.5        3.90
 1361          Valid   8/8  25/05/16  17:20:07  25/05/16  17:20:11.148      4.148     40.53860    141.55507        46.61     1.2         0.6            32.5        3.90
 1362          Valid   8/8  25/05/16  17:25:06  25/05/16  17:25:10.155      4.155     40.53859    141.55509        46.40     1.2         1.2            31.5        3.90
 1363          Valid   5/5  25/05/16  17:30:11  25/05/16  17:30:15.158      4.158     40.53919    141.55779        46.69     1.7         0.3            31.5        3.90
 1364          Valid   6/6  25/05/16  17:35:07  25/05/16  17:35:11.165      4.165     40.53921    141.55775        48.33     1.4         0.5            31.0        3.90
 1365          Valid   6/6  25/05/16  17:40:11  25/05/16  17:40:15.170      4.170     40.53919    141.55773        55.39     1.4         0.6            32.0        3.90
 1366          Valid   6/6  25/05/16  17:45:06  25/05/16  17:45:06.168      0.168     40.53923    141.55778        54.21     1.6         0.5            30.5        3.90
 1367          Valid   5/5  25/05/16  17:50:11  25/05/16  17:50:11.180      0.180     40.53917    141.55779        53.40     2.9         0.6            32.0        3.90
 1368          Valid   6/6  25/05/16  17:55:11  25/05/16  17:55:11.181      0.181     40.53919    141.55772        54.13     1.6         0.4            32.0        3.90
 1369          Valid   6/6  25/05/16  18:00:13  25/05/16  18:00:13.003      0.003     40.53914    141.55775        54.07     1.6         0.2            32.5        3.90
 1370          Valid   6/6  25/05/16  18:05:12  25/05/16  18:05:12.187      0.187     40.53922    141.55773        48.63     1.6         1.0            32.5        3.90
 1371          Valid   6/6  25/05/16  18:10:07  25/05/16  18:10:07.207      0.207     40.53914    141.55784        54.14     3.6         1.2            31.0        3.90
 1372          Valid   6/6  25/05/16  18:15:06  25/05/16  18:15:06.206      0.206     40.53916    141.55776        54.45     4.0         0.6            31.0        3.90
 1373          Valid   6/6  25/05/16  18:20:06  25/05/16  18:20:06.216      0.216     40.53914    141.55779        53.96     4.2         0.3            31.0        3.90
 1374          Valid   6/6  25/05/16  18:25:07  25/05/16  18:25:07.218      0.218     40.53915    141.55780        52.23     4.2         0.9            31.0        3.90
 1375          Valid   6/6  25/05/16  18:30:06  25/05/16  18:30:06.221      0.221     40.53919    141.55780        45.46     4.0         1.2            31.0        3.90
 1376          Valid   7/7  25/05/16  18:35:09  25/05/16  18:35:09.228      0.228     40.53919    141.55773        46.51     1.4         1.2            31.5        3.90
 1377          Valid   7/8  25/05/16  18:40:09  25/05/16  18:40:09.228      0.228     40.53920    141.55770        51.03     1.6         0.7            32.5        3.90
 1378          Valid   5/6  25/05/16  18:45:06  25/05/16  18:45:06.227      0.227     40.53925    141.55767        44.75     6.4         0.3            31.5        3.90
 1379          Valid   5/6  25/05/16  18:50:07  25/05/16  18:50:07.226      0.226     40.53927    141.55770        45.10     7.6         0.3            32.5        3.90
 1380          Valid   6/6  25/05/16  18:55:06  25/05/16  18:55:06.268      0.268     40.53917    141.55789        44.80     8.2         2.0            32.5        3.90
 1381          Valid   6/6  25/05/16  19:00:06  25/05/16  19:00:06.278      0.278     40.53916    141.55799        44.68    10.3         0.9            32.5        3.90
 1382          Valid   6/6  25/05/16  19:05:07  25/05/16  19:05:07.246      0.246     40.53921    141.55775        43.46     5.3         0.7            33.0        3.90
 1383          Valid   6/6  25/05/16  19:10:09  25/05/16  19:10:09.255      0.255     40.53922    141.55775        43.56     5.8         0.4            33.5        3.90
 1384          Valid   6/6  25/05/16  19:15:06  25/05/16  19:15:06.259      0.259     40.53924    141.55774        43.32     3.2         0.4            33.0        3.90
 1385          Valid   4/4  25/05/16  19:20:12  25/05/16  19:20:12.793      0.793     40.53920    141.55775        43.32     8.4         0.0            34.5        3.90
 1386          Valid   6/6  25/05/16  19:25:06  25/05/16  19:25:06.275      0.275     40.53921    141.55776        45.50     3.4         0.5            33.0        3.90
 1387          Valid   7/7  25/05/16  19:30:11  25/05/16  19:30:11.279      0.279     40.53923    141.55782        43.53     1.4         1.0            34.0        3.90
 1388          Valid   6/6  25/05/16  19:35:06  25/05/16  19:35:06.278      0.278     40.53927    141.55782        43.23     3.3         0.4            33.0        3.90
 1389          Valid   6/6  25/05/16  19:40:08  25/05/16  19:40:08.277      0.277     40.53926    141.55774        46.31     3.2         0.8            33.5        3.90
 1390          Valid   6/6  25/05/16  19:45:06  25/05/16  19:45:06.290      0.290     40.53920    141.55775        46.04     3.2         0.1            33.5        3.90
 1391          Valid   6/6  25/05/16  19:50:07  25/05/16  19:50:07.299      0.299     40.53915    141.55776        53.37     3.1         0.6            33.5        3.90
 1392          Valid   6/6  25/05/16  19:55:06  25/05/16  19:55:06.302      0.302     40.53925    141.55780        43.51     3.1         0.6            33.5        3.90
 1393          Valid   6/6  25/05/16  20:00:07  25/05/16  20:00:07.311      0.311     40.53917    141.55771        49.17     3.2         0.6            34.0        3.90
 1394          Valid   7/7  25/05/16  20:05:06  25/05/16  20:05:06.315      0.315     40.53920    141.55775        40.99     1.3         1.3            33.5        3.90
 1395          Valid   6/6  25/05/16  20:10:06  25/05/16  20:10:06.316      0.316     40.53926    141.55781        40.48     1.7         0.5            34.0        3.90
 1396          Valid   8/8  25/05/16  20:15:06  25/05/16  20:15:06.330      0.330     40.53918    141.55782        43.96     1.2         0.7            34.5        3.90
 1397          Valid   8/8  25/05/16  20:20:06  25/05/16  20:20:06.326      0.326     40.53923    141.55774        47.36     1.2         0.7            35.0        3.90
 1398          Valid   8/8  25/05/16  20:25:06  25/05/16  20:25:06.336      0.336     40.53924    141.55776        45.13     1.2         1.2            35.0        3.90
 1399          Valid   8/8  25/05/16  20:30:08  25/05/16  20:30:08.343      0.343     40.53920    141.55777        45.35     1.2         1.5            35.5        3.90
 1400          Valid   8/8  25/05/16  20:35:09  25/05/16  20:35:09.349      0.349     40.53918    141.55782        48.31     1.3         1.9            36.5        3.90
 1401          Valid   8/8  25/05/16  20:40:06  25/05/16  20:40:06.345      0.345     40.53920    141.55774        47.07     1.2         0.4            36.0        3.90
 1402          Valid   7/7  25/05/16  20:45:06  25/05/16  20:45:06.357      0.357     40.53918    141.55777        46.41     1.3         0.5            36.0        3.90
 1403          Valid   7/7  25/05/16  20:50:06  25/05/16  20:50:06.360      0.360     40.53920    141.55777        48.22     1.2         1.0            36.0        3.90
 1404          Valid   6/6  25/05/16  20:55:06  25/05/16  20:55:06.372      0.372     40.53916    141.55776        38.48     1.7         1.1            36.5        3.90
 1405          Valid   7/7  25/05/16  21:00:06  25/05/16  21:00:06.372      0.372     40.53922    141.55779        37.74     1.4         0.6            36.5        3.90
 1406          Valid   7/7  25/05/16  21:05:08  25/05/16  21:05:08.372      0.372     40.53920    141.55774        59.15     1.4         2.4            37.5        3.90
 1407          Valid   6/6  25/05/16  21:10:06  25/05/16  21:10:06.378      0.378     40.53921    141.55778        51.11     2.0         0.8            37.0        3.90
 1408          Valid   3/4  25/05/16  21:15:13  25/05/16  21:15:13.387      0.387     40.54230    141.55712        51.12     3.0         0.0            39.0        3.90
 1409          Valid   6/6  25/05/16  21:20:09  25/05/16  21:20:09.392      0.392     40.53921    141.55778        46.41     1.6         1.0            38.0        3.90
 1410          Valid   4/4  25/05/16  21:25:12  25/05/16  21:25:12.799      0.799     40.53914    141.55777        46.41     5.2         0.3            39.0        3.90
 1411          Valid   3/3  25/05/16  21:30:13  25/05/16  21:30:13.409      0.409     40.53328    141.55572        46.44     4.8         0.2            39.0        3.90
 1412          Valid   7/7  25/05/16  21:35:11  25/05/16  21:35:11.410      0.410     40.53919    141.55773        48.27     1.5         1.8            39.0        3.90
 1413          Valid   6/6  25/05/16  21:40:06  25/05/16  21:40:06.421      0.421     40.53926    141.55786        34.47     1.7         1.3            38.0        3.90
 1414          Valid   6/6  25/05/16  21:45:06  25/05/16  21:45:06.421      0.421     40.53931    141.55780        34.25     1.6         0.9            38.0        3.90
 1415          Valid   7/7  25/05/16  21:50:06  25/05/16  21:50:06.429      0.429     40.53923    141.55776        40.24     1.2         0.9            39.0        3.90
 1416          Valid   7/7  25/05/16  21:55:06  25/05/16  21:55:06.429      0.429     40.53918    141.55774        48.24     1.2         0.5            38.5        3.90
 1417          Valid   5/5  25/05/16  22:00:12  25/05/16  22:00:12.793      0.793     40.53915    141.55769        48.26     4.6         0.2            40.0        3.90
 1418          Valid   8/8  25/05/16  22:05:06  25/05/16  22:05:06.447      0.447     40.53921    141.55781        47.56     1.1         0.7            39.0        3.90
 1419          Valid   5/6  25/05/16  22:10:06  25/05/16  22:10:06.458      0.458     40.53926    141.55779        51.03     4.4         1.2            39.0        3.90
 1420          Valid   6/7  25/05/16  22:15:07  25/05/16  22:15:07.459      0.459     40.53918    141.55779        50.31     2.4         0.7            39.5        3.90
 1421          Valid   6/6  25/05/16  22:20:11  25/05/16  22:20:11.465      0.465     40.53918    141.55783        49.47     1.6         2.7            40.5        3.90
 1422          Valid   6/6  25/05/16  22:25:07  25/05/16  22:25:07.472      0.472     40.53922    141.55773        46.75     2.5         1.4            40.0        3.90
 1423          Valid   4/4  25/05/16  22:30:13  25/05/16  22:30:13.194      0.194     40.53950    141.55785        46.75    12.7         0.3            41.0        3.90
 1424          Valid   5/5  25/05/16  22:35:10  25/05/16  22:35:10.453      0.453     40.53914    141.55759        46.11     6.6         0.4            40.5        3.90
 1425          Valid   5/5  25/05/16  22:40:11  25/05/16  22:40:11.480      0.480     40.53918    141.55774        46.26     5.1         0.1            40.5        3.90
 1426          Valid   6/6  25/05/16  22:45:09  25/05/16  22:45:09.494      0.494     40.53923    141.55777        39.64     4.1         0.9            39.5        3.90
 1427          Valid   5/5  25/05/16  22:50:10  25/05/16  22:50:10.494      0.494     40.53920    141.55774        39.95     3.4         0.4            39.5        3.90
 1428          Valid   6/6  25/05/16  22:55:09  25/05/16  22:55:09.505      0.505     40.53921    141.55780        38.37     2.9         0.9            39.0        3.90
 1429          Valid   5/5  25/05/16  23:00:12  25/05/16  23:00:12.784      0.784     40.53915    141.55770        39.71     2.4         0.9            40.0        3.90
 1430          Valid   7/7  25/05/16  23:05:06  25/05/16  23:05:06.512      0.512     40.53920    141.55774        42.56     2.0         0.9            38.5        3.90
 1431          Valid   7/7  25/05/16  23:10:06  25/05/16  23:10:06.521      0.521     40.53920    141.55777        42.85     1.8         1.0            38.0        3.90
 1432          Valid   6/6  25/05/16  23:15:06  25/05/16  23:15:06.533      0.533     40.53919    141.55777        38.48     1.9         0.7            38.0        3.90
 1433          Valid   6/6  25/05/16  23:20:07  25/05/16  23:20:07.528      0.528     40.53920    141.55774        38.42     1.9         0.5            39.0        3.90
 1434          Valid   6/6  25/05/16  23:25:07  25/05/16  23:25:07.540      0.540     40.53920    141.55778        39.59     1.8         0.9            39.5        3.90
 1435          Valid   6/6  25/05/16  23:30:07  25/05/16  23:30:07.534      0.534     40.53918    141.55779        39.54     1.8         0.4            40.0        3.90
 1436          Valid   6/6  25/05/16  23:35:07  25/05/16  23:35:07.546      0.546     40.53919    141.55775        41.23     1.8         1.3            40.0        3.90
 1437          Valid   6/6  25/05/16  23:40:10  25/05/16  23:40:10.554      0.554     40.53922    141.55776        42.98     1.8         0.8            40.5        3.90
 1438          Valid   5/5  25/05/16  23:45:11  25/05/16  23:45:11.998      0.998     40.53921    141.55776        42.58     2.0         0.6            41.0        3.90
 1439          Valid   4/4  25/05/16  23:50:11  25/05/16  23:50:12.002      1.002     40.53918    141.55772        42.58     2.6         0.3            41.0        3.90
 1440          Valid   5/6  25/05/16  23:55:12  25/05/16  23:55:12.998      0.998     40.53919    141.55776        43.75     3.4         0.6            42.0        3.90
 1441          Valid   5/6  25/05/17  00:00:06  25/05/17  00:00:06.577      0.577     40.53922    141.55770        55.50     1.8         1.4            41.0        3.90
 1442          Valid   5/5  25/05/17  00:05:13  25/05/17  00:05:13.396      0.396     40.53925    141.55768        54.94     2.3         0.6            43.5        3.90
 1443          Valid   6/6  25/05/17  00:10:11  25/05/17  00:10:11.587      0.587     40.53923    141.55769        51.86     1.8         0.8            43.5        3.90
 1444          Valid   6/6  25/05/17  00:15:06  25/05/17  00:15:06.593      0.593     40.53927    141.55770        49.08     3.2         1.6            42.5        3.90
 1445          Valid   6/6  25/05/17  00:20:10  25/05/17  00:20:10.599      0.599     40.53922    141.55778        45.77     1.7         0.9            43.5        3.90
 1446          Valid   5/5  25/05/17  00:25:10  25/05/17  00:25:10.604      0.604     40.53915    141.55780        45.86     3.0         0.9            44.5        3.90
 1447          Valid   7/7  25/05/17  00:30:09  25/05/17  00:30:09.616      0.616     40.53920    141.55780        42.88     1.2         0.9            46.0        3.90
 1448          Valid   7/7  25/05/17  00:35:10  25/05/17  00:35:10.626      0.626     40.53921    141.55781        42.23     1.2         0.7            48.0        3.90
 1449          Valid   7/7  25/05/17  00:40:09  25/05/17  00:40:09.634      0.634     40.53919    141.55775        43.95     1.2         0.9            48.0        3.90
 1450          Valid   7/7  25/05/17  00:45:06  25/05/17  00:45:06.643      0.643     40.53919    141.55779        43.78     1.2         1.4            47.0        3.90
 1451          Valid   8/8  25/05/17  00:50:07  25/05/17  00:50:07.654      0.654     40.53920    141.55775        43.14     1.1         1.2            46.5        3.90
 1452          Valid   8/8  25/05/17  00:55:07  25/05/17  00:55:07.664      0.664     40.53923    141.55778        42.59     1.1         1.5            46.5        3.90
 1453          Valid   7/7  25/05/17  01:00:06  25/05/17  01:00:06.664      0.664     40.53921    141.55773        43.38     1.1         1.7            46.5        3.90
 1454          Valid   8/8  25/05/17  01:05:07  25/05/17  01:05:07.679      0.679     40.53923    141.55779        42.21     1.2         0.7            46.0        3.90
 1455          Valid   8/8  25/05/17  01:10:06  25/05/17  01:10:06.681      0.681     40.53918    141.55778        43.11     2.2         1.1            44.5        3.90
 1456          Valid   8/8  25/05/17  01:15:06  25/05/17  01:15:06.694      0.694     40.53921    141.55776        43.72     1.1         0.9            43.0        3.90
 1457          Valid   7/8  25/05/17  01:20:06  25/05/17  01:20:06.693      0.693     40.53920    141.55777        39.40     1.3         0.6            42.0        3.90
 1458          Valid   8/8  25/05/17  01:25:06  25/05/17  01:25:06.699      0.699     40.53919    141.55779        46.63     2.5         1.0            41.5        3.90
 1459          Valid   8/8  25/05/17  01:30:06  25/05/17  01:30:06.703      0.703     40.53921    141.55771        43.17     2.8         0.9            42.5        3.90
 1460          Valid   8/8  25/05/17  01:35:06  25/05/17  01:35:06.722      0.722     40.53915    141.55777        41.86     2.4         0.6            43.0        3.90
 1461          Valid   7/7  25/05/17  01:40:06  25/05/17  01:40:06.716      0.716     40.53926    141.55776        41.09     4.6         0.8            43.5        3.90
 1462          Valid   8/8  25/05/17  01:45:10  25/05/17  01:45:10.729      0.729     40.53921    141.55773        42.80     1.2         1.2            44.5        3.90
 1463          Valid   6/6  25/05/17  01:50:06  25/05/17  01:50:06.735      0.735     40.53919    141.55774        48.74     1.4         0.7            44.0        3.90
 1464          Valid   7/7  25/05/17  01:55:06  25/05/17  01:55:06.748      0.748     40.53920    141.55782        37.97     1.3         1.2            44.0        3.90
 1465          Valid   7/8  25/05/17  02:00:07  25/05/17  02:00:07.757      0.757     40.53923    141.55777        42.91     1.3         0.7            45.0        3.90
 1466          Valid   6/7  25/05/17  02:05:09  25/05/17  02:05:09.768      0.768     40.53925    141.55777        58.43     2.4         0.9            46.0        3.90
 1467          Valid   7/7  25/05/17  02:10:11  25/05/17  02:10:11.774      0.774     40.53923    141.55775        53.97     1.7         1.2            46.0        3.90
 1468          Valid   6/6  25/05/17  02:15:06  25/05/17  02:15:06.777      0.777     40.53922    141.55772        53.33     2.1         0.9            45.5        3.90
 1469          Valid   6/6  25/05/17  02:20:06  25/05/17  02:20:06.786      0.786     40.53921    141.55777        52.38     2.0         0.8            47.0        3.90
 1470          Valid   6/6  25/05/17  02:25:07  25/05/17  02:25:07.794      0.794     40.53923    141.55774        53.79     2.0         1.2            48.5        3.90
 1471          Valid   7/7  25/05/17  02:30:07  25/05/17  02:30:07.794      0.794     40.53921    141.55775        52.22     1.8         0.8            48.5        3.90
 1472          Valid   6/6  25/05/17  02:35:07  25/05/17  02:35:07.811      0.811     40.53922    141.55774        46.85     2.2         1.2            49.0        3.90
 1473          Valid   6/6  25/05/17  02:40:08  25/05/17  02:40:08.810      0.810     40.53920    141.55773        46.73     2.3         0.4            49.0        3.90
 1474          Valid   4/5  25/05/17  02:45:12  25/05/17  02:45:13.187      1.187     40.53913    141.55757        46.73     4.2         0.2            49.5        3.90
 1475          Valid   6/6  25/05/17  02:50:07  25/05/17  02:50:07.834      0.834     40.53915    141.55775        48.63     2.9         0.9            47.5        3.90
 1476          Valid   6/6  25/05/17  02:55:07  25/05/17  02:55:07.846      0.846     40.53921    141.55778        48.02     3.5         0.7            47.0        3.90
 1477          Valid   7/7  25/05/17  03:00:07  25/05/17  03:00:07.847      0.847     40.53923    141.55776        42.16     3.4         0.6            46.5        3.90
 1478          Valid   6/6  25/05/17  03:05:07  25/05/17  03:05:07.848      0.848     40.53927    141.55772        42.73     4.8         0.7            46.0        3.90
 1479          Valid   7/7  25/05/17  03:10:11  25/05/17  03:10:11.870      0.870     40.53914    141.55784        44.38     5.0         0.8            46.0        3.90
 1480          Valid   6/6  25/05/17  03:15:07  25/05/17  03:15:07.865      0.865     40.53920    141.55776        44.29     6.3         0.3            44.0        3.90
 1481          Valid   6/6  25/05/17  03:20:07  25/05/17  03:20:07.891      0.891     40.53907    141.55789        44.71     7.1         1.3            43.5        3.90
 1482          Valid   6/6  25/05/17  03:25:07  25/05/17  03:25:07.898      0.898     40.53924    141.55779        44.65     1.7         0.5            42.0        3.90
 1483          Valid   7/7  25/05/17  03:30:11  25/05/17  03:30:11.898      0.898     40.53965    141.55621        43.43     3.5         1.7            35.0        3.90
