Index         Status  Sats  RTC-date  RTC-time  FIX-date      FIX-time   Delta(s)     Latitude    Longitude  Altitude(m)    HDOP        eRes  Temperature(C)  Voltage(V)
  197          Valid   8/8  25/05/12  16:20:06  25/05/12  16:20:07.157      1.157     40.53921    141.55778        45.69     1.1         1.9            29.5        3.90
  198          Valid   8/8  25/05/12  16:25:07  25/05/12  16:25:08.157      1.157     40.53920    141.55780        46.67     1.1         1.9            30.0        3.90
  199          Valid   7/7  25/05/12  16:30:07  25/05/12  16:30:08.165      1.165     40.53923    141.55775        45.46     1.3         1.2            30.0        3.90
  200          Valid   7/7  25/05/12  16:35:06  25/05/12  16:35:07.170      1.170     40.53921    141.55775        45.47     1.3         1.8            29.5        3.90
  201          Valid   6/6  25/05/12  16:40:07  25/05/12  16:40:08.176      1.176     40.53922    141.55775        44.05     1.3         0.8            30.0        3.90
  202          Valid   6/6  25/05/12  16:45:07  25/05/12  16:45:08.180      1.180     40.53923    141.55782        41.54     1.3         0.6            30.0        3.90
  203          Valid   7/7  25/05/12  16:50:06  25/05/12  16:50:07.184      1.184     40.53922    141.55771        44.71     1.2         0.6            30.0        3.90
  204          Valid   7/7  25/05/12  16:55:07  25/05/12  16:55:08.195      1.195     40.53924    141.55776        42.84     1.2         1.1            30.5        3.90
  205          Valid   7/7  25/05/12  17:00:06  25/05/12  17:00:07.201      1.201     40.53914    141.55773        62.51     1.2         1.5            30.0        3.90
  206          Valid   7/7  25/05/12  17:05:07  25/05/12  17:05:08.201      1.201     40.53918    141.55777        56.69     1.2         0.8            30.0        3.90
  207          Valid   6/6  25/05/12  17:10:10  25/05/12  17:10:11.206      1.206     40.53917    141.55783        45.71     1.5         0.8            31.0        3.90
  208          Valid   5/6  25/05/12  17:15:12  25/05/12  17:15:13.604      1.604     40.53918    141.55779        46.74     1.7         0.6            31.5        3.90
  209          Valid   6/7  25/05/12  17:20:11  25/05/12  17:20:12.217      1.217     40.53921    141.55778        47.11     1.5         0.9            31.0        3.90
  210          Valid   6/6  25/05/12  17:25:07  25/05/12  17:25:08.220      1.220     40.53920    141.55778        53.58     1.6         1.7            30.0        3.90
  211          Valid   6/6  25/05/12  17:30:07  25/05/12  17:30:08.226      1.226     40.53921    141.55780        54.12     1.6         0.7            30.0        3.90
  212          Valid   7/7  25/05/12  17:35:07  25/05/12  17:35:08.229      1.229     40.53922    141.55771        54.22     1.3         0.5            30.0        3.90
  213          Valid   6/6  25/05/12  17:40:07  25/05/12  17:40:08.232      1.232     40.53919    141.55776        51.98     1.7         1.1            30.0        3.90
  214          Valid   7/7  25/05/12  17:45:06  25/05/12  17:45:07.237      1.237     40.53920    141.55777        47.62     1.3         0.9            29.5        3.90
  215          Valid   6/6  25/05/12  17:50:07  25/05/12  17:50:08.249      1.249     40.53920    141.55780        49.63     1.4         0.5            30.0        3.90
  216          Valid   7/7  25/05/12  17:55:07  25/05/12  17:55:08.249      1.249     40.53921    141.55774        47.66     1.3         0.9            30.0        3.90
  217          Valid   7/7  25/05/12  18:00:07  25/05/12  18:00:08.252      1.252     40.53923    141.55773        45.23     1.3         0.7            30.0        3.90
  218          Valid   7/7  25/05/12  18:05:06  25/05/12  18:05:07.260      1.260     40.53918    141.55777        49.20     1.3         1.3            29.5        3.90
  219          Valid   7/7  25/05/12  18:10:07  25/05/12  18:10:08.269      1.269     40.53917    141.55781        52.02     1.3         0.7            29.5        3.90
  220          Valid   7/7  25/05/12  18:15:06  25/05/12  18:15:07.263      1.263     40.53919    141.55771        49.41     1.4         1.1            29.0        3.90
  221          Valid   7/7  25/05/12  18:20:06  25/05/12  18:20:07.273      1.273     40.53920    141.55773        50.55     1.4         1.2            29.0        3.90
  222          Valid   7/7  25/05/12  18:25:07  25/05/12  18:25:08.275      1.275     40.53919    141.55775        50.72     1.4         0.3            29.5        3.90
  223          Valid   7/7  25/05/12  18:30:06  25/05/12  18:30:07.284      1.284     40.53918    141.55779        50.32     1.4         0.9            29.0        3.90
  224          Valid   7/7  25/05/12  18:35:07  25/05/12  18:35:08.281      1.281     40.53917    141.55773        49.73     1.4         1.2            29.5        3.90
  225          Valid   6/6  25/05/12  18:40:07  25/05/12  18:40:08.292      1.292     40.53919    141.55773        50.12     1.4         0.3            29.5        3.90
  226          Valid   6/6  25/05/12  18:45:07  25/05/12  18:45:08.294      1.294     40.53918    141.55773        52.40     1.4         0.7            29.5        3.90
  227          Valid   7/7  25/05/12  18:50:07  25/05/12  18:50:08.300      1.300     40.53918    141.55777        50.49     1.2         1.0            29.5        3.90
  228          Valid   7/7  25/05/12  18:55:06  25/05/12  18:55:07.311      1.311     40.53918    141.55775        48.42     1.2         1.2            29.0        3.90
  229          Valid   6/6  25/05/12  19:00:08  25/05/12  19:00:09.314      1.314     40.53917    141.55782        48.93     3.8         0.6            30.0        3.90
  230          Valid   5/6  25/05/12  19:05:08  25/05/12  19:05:09.322      1.322     40.53922    141.55783        47.46     3.8         0.6            30.0        3.90
  231          Valid   7/7  25/05/12  19:10:06  25/05/12  19:10:07.327      1.327     40.53920    141.55782        45.81     1.5         1.6            29.0        3.90
  232          Valid   6/6  25/05/12  19:15:10  25/05/12  19:15:11.335      1.335     40.53922    141.55787        46.96     3.4         0.4            30.0        3.90
  233          Valid   6/6  25/05/12  19:20:06  25/05/12  19:20:07.342      1.342     40.53923    141.55781        48.03     5.1         0.7            29.0        3.90
  234          Valid   7/7  25/05/12  19:25:10  25/05/12  19:25:11.338      1.338     40.53917    141.55774        47.86     1.4         0.5            30.0        3.90
  235          Valid   7/7  25/05/12  19:30:10  25/05/12  19:30:11.338      1.338     40.53915    141.55772        45.24     1.4         0.9            30.5        3.90
  236          Valid   6/6  25/05/12  19:35:07  25/05/12  19:35:08.341      1.341     40.53919    141.55780        44.90     3.3         0.2            29.5        3.90
  237          Valid   7/7  25/05/12  19:40:07  25/05/12  19:40:08.353      1.353     40.53918    141.55773        45.66     1.4         0.3            30.0        3.90
  238          Valid   7/7  25/05/12  19:45:06  25/05/12  19:45:07.352      1.352     40.53920    141.55775        43.10     1.4         1.0            29.5        3.90
  239          Valid   6/6  25/05/12  19:50:07  25/05/12  19:50:08.360      1.360     40.53918    141.55774        46.43     1.5         0.9            30.0        3.90
  240          Valid   7/7  25/05/12  19:55:09  25/05/12  19:55:10.364      1.364     40.53922    141.55779        48.47     1.4         0.7            30.5        3.90
  241          Valid   7/8  25/05/12  20:00:08  25/05/12  20:00:09.370      1.370     40.53924    141.55773        35.39     1.4         1.1            30.0        3.90
  242          Valid   6/6  25/05/12  20:05:09  25/05/12  20:05:10.373      1.373     40.53923    141.55774        36.61     1.6         0.7            30.5        3.90
  243          Valid   6/6  25/05/12  20:10:07  25/05/12  20:10:08.378      1.378     40.53922    141.55774        37.87     1.6         0.9            30.5        3.90
  244          Valid   7/7  25/05/12  20:15:10  25/05/12  20:15:11.386      1.386     40.53919    141.55781        48.03     1.3         0.8            31.0        3.90
  245          Valid   8/8  25/05/12  20:20:06  25/05/12  20:20:07.404      1.404     40.53918    141.55773        48.68     1.2         0.3            30.0        3.90
  246          Valid   8/8  25/05/12  20:25:06  25/05/12  20:25:07.390      1.390     40.53920    141.55775        45.37     1.2         0.7            30.5        3.90
  247          Valid   8/8  25/05/12  20:30:06  25/05/12  20:30:07.400      1.400     40.53920    141.55777        46.20     1.2         1.3            30.5        3.90
  248          Valid   7/7  25/05/12  20:35:06  25/05/12  20:35:07.399      1.399     40.53920    141.55776        48.16     1.7         1.0            30.5        3.90
  249          Valid   6/6  25/05/12  20:40:06  25/05/12  20:40:07.414      1.414     40.53921    141.55775        47.19     1.2         0.7            30.5        3.90
  250          Valid   8/8  25/05/12  20:45:06  25/05/12  20:45:07.415      1.415     40.53920    141.55775        47.78     1.1         1.4            31.0        3.90
  251          Valid   8/8  25/05/12  20:50:06  25/05/12  20:50:07.421      1.421     40.53919    141.55778        45.67     1.1         1.1            31.0        3.90
  252          Valid   8/8  25/05/12  20:55:06  25/05/12  20:55:07.427      1.427     40.53921    141.55781        45.60     1.2         0.7            31.0        3.90
  253          Valid   8/8  25/05/12  21:00:06  25/05/12  21:00:07.427      1.427     40.53921    141.55773        46.59     1.3         1.1            31.5        3.90
  254          Valid   7/7  25/05/12  21:05:06  25/05/12  21:05:07.435      1.435     40.53920    141.55774        46.06     1.4         0.9            31.5        3.90
  255          Valid   8/8  25/05/12  21:10:08  25/05/12  21:10:09.442      1.442     40.53921    141.55782        35.21     1.2         1.4            32.0        3.90
  256          Valid   7/7  25/05/12  21:15:07  25/05/12  21:15:08.441      1.441     40.53919    141.55781        42.04     1.4         0.9            32.5        3.90
  257          Valid   7/7  25/05/12  21:20:06  25/05/12  21:20:07.451      1.451     40.53917    141.55773        47.88     1.4         0.6            32.0        3.90
  258          Valid   6/7  25/05/12  21:25:12  25/05/12  21:25:13.809      1.809     40.53920    141.55781        46.59     1.4         0.7            34.0        3.90
  259          Valid   7/7  25/05/12  21:30:07  25/05/12  21:30:08.461      1.461     40.53917    141.55778        47.09     1.4         0.5            33.0        3.90
  260          Valid   7/7  25/05/12  21:35:07  25/05/12  21:35:08.462      1.462     40.53919    141.55779        49.54     1.4         2.0            33.0        3.90
  261          Valid   7/7  25/05/12  21:40:07  25/05/12  21:40:08.468      1.468     40.53918    141.55781        50.85     1.5         1.1            33.0        3.90
  262          Valid   7/7  25/05/12  21:45:09  25/05/12  21:45:10.468      1.468     40.53917    141.55775        49.31     1.5         0.8            34.0        3.90
  263          Valid   8/8  25/05/12  21:50:09  25/05/12  21:50:10.478      1.478     40.54048    141.55796        41.40     1.1         1.5            28.5        3.90
  264          Valid   8/8  25/05/12  21:55:07  25/05/12  21:55:08.482      1.482     40.54021    141.55780        41.84     1.3         0.7            26.0        3.90
